,temp,dwpt,rhum,prcp,wdir,wspd,pres
0,41.0,3.0,87.0,0.14522768520046198,50.0,7.0,1016.9601196122912
1,39.2,3.0,93.0,0.14522768520046198,186.64889034745866,0.0,1016.9601196122912
2,39.2,2.0,87.0,0.14522768520046198,186.64889034745866,7.0,1016.9601196122912
3,39.2,2.0,87.0,0.14522768520046198,60.0,6.0,1016.9601196122912
4,41.0,2.0,81.0,0.14522768520046198,100.0,9.0,1016.9601196122912
5,42.8,2.1,76.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
6,42.8,2.1,76.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
7,44.6,1.1,66.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
8,44.6,-0.9,57.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
9,44.6,-0.9,57.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
10,46.4,1.2,62.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
11,44.6,2.1,71.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
12,41.0,3.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
13,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
14,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
15,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
16,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
17,42.8,5.0,93.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
18,41.0,4.0,93.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
19,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
20,41.0,4.0,93.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
21,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
22,42.8,5.0,93.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
23,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
24,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
25,42.8,4.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
26,44.6,4.0,81.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
27,44.6,4.0,81.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
28,44.6,2.1,71.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
29,46.4,-1.0,53.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
30,46.4,-1.0,53.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
31,48.2,-0.9,50.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
32,48.2,-2.0,46.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
33,50.0,-2.0,43.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
34,50.0,-2.0,43.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
35,50.0,-2.0,43.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
36,48.2,-2.0,46.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
37,48.2,-2.0,46.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
38,48.2,-0.9,50.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
39,46.4,-1.0,53.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
40,46.4,-1.0,53.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
41,46.4,0.0,57.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
42,46.4,4.0,76.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
43,46.4,4.0,76.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
44,46.4,5.1,82.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
45,46.4,5.1,82.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
46,46.4,6.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
47,46.4,6.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
48,46.4,6.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
49,46.4,6.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
50,46.4,6.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
51,46.4,6.0,87.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
52,48.2,6.1,82.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
53,48.2,-3.9,40.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
54,48.2,-2.9,43.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
55,46.4,-3.8,43.0,0.14522768520046198,186.64889034745866,9.904889306429213,1016.9601196122912
